book,poem,line_n,stanza_n,text
SONGS OF EXPERIENCE,THE FLY,18,4,"If I live,"
SONGS OF EXPERIENCE,THE FLY,19,4,Or if I die.
SONGS OF EXPERIENCE,THE ANGEL,0,0,I dreamt a dream!  What can it mean?
SONGS OF EXPERIENCE,THE ANGEL,1,0,And that I was a maiden Queen
SONGS OF EXPERIENCE,THE ANGEL,2,0,Guarded by an Angel mild:
SONGS OF EXPERIENCE,THE ANGEL,3,0,Witless woe was ne’er beguiled!
SONGS OF EXPERIENCE,THE ANGEL,4,1,"And I wept both night and day,"
SONGS OF EXPERIENCE,THE ANGEL,5,1,And he wiped my tears away;
SONGS OF EXPERIENCE,THE ANGEL,6,1,"And I wept both day and night,"
SONGS OF EXPERIENCE,THE ANGEL,7,1,And hid from him my heart’s delight.
SONGS OF EXPERIENCE,THE ANGEL,8,2,"So he took his wings, and fled;"
SONGS OF EXPERIENCE,THE ANGEL,9,2,Then the morn blushed rosy red.
SONGS OF EXPERIENCE,THE ANGEL,10,2,"I dried my tears, and armed my fears"
SONGS OF EXPERIENCE,THE ANGEL,11,2,With ten thousand shields and spears.
SONGS OF EXPERIENCE,THE ANGEL,12,3,Soon my Angel came again;
SONGS OF EXPERIENCE,THE ANGEL,13,3,"I was armed, he came in vain;"
SONGS OF EXPERIENCE,THE ANGEL,14,3,"For the time of youth was fled,"
SONGS OF EXPERIENCE,THE ANGEL,15,3,And grey hairs were on my head.
SONGS OF EXPERIENCE,THE TIGER,0,0,"Tiger, tiger, burning bright"
SONGS OF EXPERIENCE,THE TIGER,1,0,"In the forests of the night,"
SONGS OF EXPERIENCE,THE TIGER,2,0,What immortal hand or eye
SONGS OF EXPERIENCE,THE TIGER,3,0,Could frame thy fearful symmetry?
SONGS OF EXPERIENCE,THE TIGER,4,1,In what distant deeps or skies
SONGS OF EXPERIENCE,THE TIGER,5,1,Burnt the fire of thine eyes?
SONGS OF EXPERIENCE,THE TIGER,6,1,On what wings dare he aspire?
SONGS OF EXPERIENCE,THE TIGER,7,1,What the hand dare seize the fire?
SONGS OF EXPERIENCE,THE TIGER,8,2,And what shoulder and what art
SONGS OF EXPERIENCE,THE TIGER,9,2,Could twist the sinews of thy heart?
SONGS OF EXPERIENCE,THE TIGER,10,2,"And, when thy heart began to beat,"
SONGS OF EXPERIENCE,THE TIGER,11,2,What dread hand and what dread feet?
SONGS OF EXPERIENCE,THE TIGER,12,3,What the hammer? what the chain?
SONGS OF EXPERIENCE,THE TIGER,13,3,In what furnace was thy brain?
SONGS OF EXPERIENCE,THE TIGER,14,3,What the anvil? what dread grasp
SONGS OF EXPERIENCE,THE TIGER,15,3,Dare its deadly terrors clasp?
SONGS OF EXPERIENCE,THE TIGER,16,4,"When the stars threw down their spears,"
SONGS OF EXPERIENCE,THE TIGER,17,4,"And watered heaven with their tears,"
SONGS OF EXPERIENCE,THE TIGER,18,4,Did He smile His work to see?
SONGS OF EXPERIENCE,THE TIGER,19,4,Did He who made the lamb make thee?
SONGS OF EXPERIENCE,THE TIGER,20,5,"Tiger, tiger, burning bright"
SONGS OF EXPERIENCE,THE TIGER,21,5,"In the forests of the night,"
SONGS OF EXPERIENCE,THE TIGER,22,5,What immortal hand or eye
SONGS OF EXPERIENCE,THE TIGER,23,5,Dare frame thy fearful symmetry?
SONGS OF EXPERIENCE,MY PRETTY ROSE TREE,0,0,"A flower was offered to me,"
SONGS OF EXPERIENCE,MY PRETTY ROSE TREE,1,0,Such a flower as May never bore;
SONGS OF EXPERIENCE,MY PRETTY ROSE TREE,2,0,"But I said, ‘I’ve a pretty rose tree,’"
SONGS OF EXPERIENCE,MY PRETTY ROSE TREE,3,0,And I passed the sweet flower o’er.
SONGS OF EXPERIENCE,MY PRETTY ROSE TREE,4,1,"Then I went to my pretty rose tree,"
SONGS OF EXPERIENCE,MY PRETTY ROSE TREE,5,1,To tend her by day and by night;
SONGS OF EXPERIENCE,MY PRETTY ROSE TREE,6,1,"But my rose turned away with jealousy,"
SONGS OF EXPERIENCE,MY PRETTY ROSE TREE,7,1,And her thorns were my only delight.
SONGS OF EXPERIENCE,"AH, SUNFLOWER",0,0,"Ah, sunflower, weary of time,"
SONGS OF EXPERIENCE,"AH, SUNFLOWER",1,0,Who countest the steps of the sun;
SONGS OF EXPERIENCE,"AH, SUNFLOWER",2,0,Seeking after that sweet golden clime
SONGS OF EXPERIENCE,"AH, SUNFLOWER",3,0,Where the traveller’s journey is done;
SONGS OF EXPERIENCE,"AH, SUNFLOWER",4,1,"Where the Youth pined away with desire,"
SONGS OF EXPERIENCE,"AH, SUNFLOWER",5,1,"And the pale virgin shrouded in snow,"
SONGS OF EXPERIENCE,"AH, SUNFLOWER",6,1,"Arise from their graves, and aspire"
SONGS OF EXPERIENCE,"AH, SUNFLOWER",7,1,Where my Sunflower wishes to go!
SONGS OF EXPERIENCE,THE LILY,0,0,"The modest Rose puts forth a thorn,"
SONGS OF EXPERIENCE,THE LILY,1,0,The humble sheep a threat’ning horn:
SONGS OF EXPERIENCE,THE LILY,2,0,"While the Lily white shall in love delight,"
SONGS OF EXPERIENCE,THE LILY,3,0,Nor a thorn nor a threat stain her beauty bright.
SONGS OF EXPERIENCE,THE GARDEN OF LOVE,0,0,"I went to the Garden of Love,"
SONGS OF EXPERIENCE,THE GARDEN OF LOVE,1,0,And saw what I never had seen;
SONGS OF EXPERIENCE,THE GARDEN OF LOVE,2,0,"A Chapel was built in the midst,"
SONGS OF EXPERIENCE,THE GARDEN OF LOVE,3,0,Where I used to play on the green.
SONGS OF EXPERIENCE,THE GARDEN OF LOVE,4,1,"And the gates of this Chapel were shut,"
SONGS OF EXPERIENCE,THE GARDEN OF LOVE,5,1,And ‘Thou shalt not’ writ over the door;
SONGS OF EXPERIENCE,THE GARDEN OF LOVE,6,1,So I turned to the Garden of Love
SONGS OF EXPERIENCE,THE GARDEN OF LOVE,7,1,That so many sweet flowers bore.
SONGS OF EXPERIENCE,THE GARDEN OF LOVE,8,2,"And I saw it was filled with graves,"
SONGS OF EXPERIENCE,THE GARDEN OF LOVE,9,2,And tombstones where flowers should be;
SONGS OF EXPERIENCE,THE GARDEN OF LOVE,10,2,"And priests in black gowns were walking their rounds,"
SONGS OF EXPERIENCE,THE GARDEN OF LOVE,11,2,And binding with briars my joys and desires.
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,0,0,"Dear mother, dear mother, the Church is cold;"
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,1,0,"But the Alehouse is healthy, and pleasant, and warm."
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,2,0,"Besides, I can tell where I am used well;"
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,3,0,Such usage in heaven will never do well.
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,4,1,"But, if at the Church they would give us some ale,"
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,5,1,"And a pleasant fire our souls to regale,"
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,6,1,"We’d sing and we’d pray all the livelong day,"
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,7,1,Nor ever once wish from the Church to stray.
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,8,2,"Then the Parson might preach, and drink, and sing,"
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,9,2,And we’d be as happy as birds in the spring;
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,10,2,"And modest Dame Lurch, who is always at church,"
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,11,2,"Would not have bandy children, nor fasting, nor birch."
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,12,3,"And God, like a father, rejoicing to see"
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,13,3,"His children as pleasant and happy as He,"
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,14,3,"Would have no more quarrel with the Devil or the barrel,"
SONGS OF EXPERIENCE,THE LITTLE VAGABOND,15,3,"But kiss him, and give him both drink and apparel."
SONGS OF EXPERIENCE,LONDON,0,0,"I wander through each chartered street,"
SONGS OF EXPERIENCE,LONDON,1,0,"Near where the chartered Thames does flow,"
SONGS OF EXPERIENCE,LONDON,2,0,"A mark in every face I meet,"
SONGS OF EXPERIENCE,LONDON,3,0,"Marks of weakness, marks of woe."
SONGS OF EXPERIENCE,LONDON,4,1,"In every cry of every man,"
SONGS OF EXPERIENCE,LONDON,5,1,"In every infant’s cry of fear,"
SONGS OF EXPERIENCE,LONDON,6,1,"In every voice, in every ban,"
SONGS OF EXPERIENCE,LONDON,7,1,The mind-forged manacles I hear:
SONGS OF EXPERIENCE,LONDON,8,2,How the chimney-sweeper’s cry
SONGS OF EXPERIENCE,LONDON,9,2,"Every blackening church appals,"
SONGS OF EXPERIENCE,LONDON,10,2,And the hapless soldier’s sigh
SONGS OF EXPERIENCE,LONDON,11,2,Runs in blood down palace-walls.
SONGS OF EXPERIENCE,LONDON,12,3,"But most, through midnight streets I hear"
SONGS OF EXPERIENCE,LONDON,13,3,How the youthful harlot’s curse
SONGS OF EXPERIENCE,LONDON,14,3,"Blasts the new-born infant’s tear,"
SONGS OF EXPERIENCE,LONDON,15,3,And blights with plagues the marriage hearse.
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,0,0,Pity would be no more
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,1,0,"If we did not make somebody poor,"
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,2,0,And Mercy no more could be
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,3,0,If all were as happy as we.
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,4,1,"And mutual fear brings Peace,"
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,5,1,Till the selfish loves increase;
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,6,1,"Then Cruelty knits a snare,"
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,7,1,And spreads his baits with care.
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,8,2,"He sits down with holy fears,"
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,9,2,And waters the ground with tears;
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,10,2,Then Humility takes its root
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,11,2,Underneath his foot.
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,12,3,Soon spreads the dismal shade
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,13,3,"Of Mystery over his head,"
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,14,3,And the caterpillar and fly
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,15,3,Feed on the Mystery.
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,16,4,"And it bears the fruit of Deceit,"
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,17,4,"Ruddy and sweet to eat,"
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,18,4,And the raven his nest has made
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,19,4,In its thickest shade.
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,20,5,The gods of the earth and sea
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,21,5,"Sought through nature to find this tree,"
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,22,5,But their search was all in vain:
SONGS OF EXPERIENCE,THE HUMAN ABSTRACT,23,5,There grows one in the human Brain.
SONGS OF EXPERIENCE,INFANT SORROW,0,0,"My mother groaned, my father wept:"
SONGS OF EXPERIENCE,INFANT SORROW,1,0,"Into the dangerous world I leapt,"
SONGS OF EXPERIENCE,INFANT SORROW,2,0,"Helpless, naked, piping loud,"
SONGS OF EXPERIENCE,INFANT SORROW,3,0,Like a fiend hid in a cloud.
SONGS OF EXPERIENCE,INFANT SORROW,4,1,"Struggling in my father’s hands,"
SONGS OF EXPERIENCE,INFANT SORROW,5,1,"Striving against my swaddling bands,"
SONGS OF EXPERIENCE,INFANT SORROW,6,1,"Bound and weary, I thought best"
SONGS OF EXPERIENCE,INFANT SORROW,7,1,To sulk upon my mother’s breast.
SONGS OF EXPERIENCE,INFANT SORROW,8,5,A POISON TREE
SONGS OF EXPERIENCE,INFANT SORROW,9,7,I was angry with my friend:
SONGS OF EXPERIENCE,INFANT SORROW,10,7,"I told my wrath, my wrath did end."
SONGS OF EXPERIENCE,INFANT SORROW,11,7,I was angry with my foe:
SONGS OF EXPERIENCE,INFANT SORROW,12,7,"I told it not, my wrath did grow."
SONGS OF EXPERIENCE,INFANT SORROW,13,8,And I watered it in fears
SONGS OF EXPERIENCE,INFANT SORROW,14,8,"Night and morning with my tears,"
SONGS OF EXPERIENCE,INFANT SORROW,15,8,And I sunnèd it with smiles
SONGS OF EXPERIENCE,INFANT SORROW,16,8,And with soft deceitful wiles.
SONGS OF EXPERIENCE,INFANT SORROW,17,9,"And it grew both day and night,"
SONGS OF EXPERIENCE,INFANT SORROW,18,9,"Till it bore an apple bright,"
SONGS OF EXPERIENCE,INFANT SORROW,19,9,"And my foe beheld it shine,"
SONGS OF EXPERIENCE,INFANT SORROW,20,9,"And he knew that it was mine,—"
SONGS OF EXPERIENCE,INFANT SORROW,21,10,And into my garden stole
SONGS OF EXPERIENCE,INFANT SORROW,22,10,When the night had veiled the pole;
SONGS OF EXPERIENCE,INFANT SORROW,23,10,"In the morning, glad, I see"
SONGS OF EXPERIENCE,INFANT SORROW,24,10,My foe outstretched beneath the tree.
SONGS OF EXPERIENCE,INFANT SORROW,25,14,A LITTLE BOY LOST
SONGS OF EXPERIENCE,INFANT SORROW,26,16,"‘Nought loves another as itself,"
SONGS OF EXPERIENCE,INFANT SORROW,27,16,"Nor venerates another so,"
SONGS OF EXPERIENCE,INFANT SORROW,28,16,Nor is it possible to thought
SONGS OF EXPERIENCE,INFANT SORROW,29,16,A greater than itself to know.
SONGS OF EXPERIENCE,INFANT SORROW,30,17,"‘And, father, how can I love you"
SONGS OF EXPERIENCE,INFANT SORROW,31,17,Or any of my brothers more?
SONGS OF EXPERIENCE,INFANT SORROW,32,17,I love you like the little bird
SONGS OF EXPERIENCE,INFANT SORROW,33,17,That picks up crumbs around the door.’
SONGS OF EXPERIENCE,INFANT SORROW,34,18,The Priest sat by and heard the child;
SONGS OF EXPERIENCE,INFANT SORROW,35,18,"In trembling zeal he seized his hair,"
SONGS OF EXPERIENCE,INFANT SORROW,36,18,"He led him by his little coat,"
SONGS OF EXPERIENCE,INFANT SORROW,37,18,And all admired his priestly care.
SONGS OF EXPERIENCE,INFANT SORROW,38,19,"And standing on the altar high,"
SONGS OF EXPERIENCE,INFANT SORROW,39,19,"‘Lo, what a fiend is here!’ said he:"
SONGS OF EXPERIENCE,INFANT SORROW,40,19,‘One who sets reason up for judge
SONGS OF EXPERIENCE,INFANT SORROW,41,19,Of our most holy mystery.’
SONGS OF EXPERIENCE,INFANT SORROW,42,20,"The weeping child could not be heard,"
SONGS OF EXPERIENCE,INFANT SORROW,43,20,The weeping parents wept in vain:
SONGS OF EXPERIENCE,INFANT SORROW,44,20,"They stripped him to his little shirt,"
SONGS OF EXPERIENCE,INFANT SORROW,45,20,"And bound him in an iron chain,"
SONGS OF EXPERIENCE,INFANT SORROW,46,21,And burned him in a holy place
SONGS OF EXPERIENCE,INFANT SORROW,47,21,Where many had been burned before;
SONGS OF EXPERIENCE,INFANT SORROW,48,21,The weeping parents wept in vain.
SONGS OF EXPERIENCE,INFANT SORROW,49,21,Are such things done on Albion’s shore?
SONGS OF EXPERIENCE,INFANT SORROW,50,25,A LITTLE GIRL LOST
SONGS OF EXPERIENCE,INFANT SORROW,51,27,"Children of the future age,"
SONGS OF EXPERIENCE,INFANT SORROW,52,27,"Reading this indignant page,"
SONGS OF EXPERIENCE,INFANT SORROW,53,27,Know that in a former time
SONGS OF EXPERIENCE,INFANT SORROW,54,27,"Love, sweet love, was thought a crime."
SONGS OF EXPERIENCE,INFANT SORROW,55,28,"In the age of gold,"
SONGS OF EXPERIENCE,INFANT SORROW,56,28,"Free from winter’s cold,"
SONGS OF EXPERIENCE,INFANT SORROW,57,28,"Youth and maiden bright,"
SONGS OF EXPERIENCE,INFANT SORROW,58,28,"To the holy light,"
SONGS OF EXPERIENCE,INFANT SORROW,59,28,Naked in the sunny beams delight.
SONGS OF EXPERIENCE,INFANT SORROW,60,29,"Once a youthful pair,"
SONGS OF EXPERIENCE,INFANT SORROW,61,29,"Filled with softest care,"
SONGS OF EXPERIENCE,INFANT SORROW,62,29,Met in garden bright
SONGS OF EXPERIENCE,INFANT SORROW,63,29,Where the holy light
SONGS OF EXPERIENCE,INFANT SORROW,64,29,Had just removed the curtains of the night.
SONGS OF EXPERIENCE,INFANT SORROW,65,30,"There, in rising day,"
SONGS OF EXPERIENCE,INFANT SORROW,66,30,On the grass they play;
SONGS OF EXPERIENCE,INFANT SORROW,67,30,"Parents were afar,"
SONGS OF EXPERIENCE,INFANT SORROW,68,30,"Strangers came not near,"
SONGS OF EXPERIENCE,INFANT SORROW,69,30,And the maiden soon forgot her fear.
SONGS OF EXPERIENCE,INFANT SORROW,70,31,"Tired with kisses sweet,"
SONGS OF EXPERIENCE,INFANT SORROW,71,31,They agree to meet
SONGS OF EXPERIENCE,INFANT SORROW,72,31,When the silent sleep
SONGS OF EXPERIENCE,INFANT SORROW,73,31,"Waves o’er heaven’s deep,"
SONGS OF EXPERIENCE,INFANT SORROW,74,31,And the weary tired wanderers weep.
SONGS OF EXPERIENCE,INFANT SORROW,75,32,To her father white
SONGS OF EXPERIENCE,INFANT SORROW,76,32,Came the maiden bright;
SONGS OF EXPERIENCE,INFANT SORROW,77,32,"But his loving look,"
SONGS OF EXPERIENCE,INFANT SORROW,78,32,"Like the holy book,"
SONGS OF EXPERIENCE,INFANT SORROW,79,32,All her tender limbs with terror shook.
SONGS OF EXPERIENCE,INFANT SORROW,80,33,"Ona, pale and weak,"
SONGS OF EXPERIENCE,INFANT SORROW,81,33,To thy father speak!
SONGS OF EXPERIENCE,INFANT SORROW,82,33,O the trembling fear!
SONGS OF EXPERIENCE,INFANT SORROW,83,33,O the dismal care
SONGS OF EXPERIENCE,INFANT SORROW,84,33,That shakes the blossoms of my hoary hair!’
SONGS OF EXPERIENCE,INFANT SORROW,85,37,A DIVINE IMAGE
SONGS OF EXPERIENCE,INFANT SORROW,86,39,"Cruelty has a human heart,"
SONGS OF EXPERIENCE,INFANT SORROW,87,39,And Jealousy a human face;
SONGS OF EXPERIENCE,INFANT SORROW,88,39,"Terror the human form divine,"
SONGS OF EXPERIENCE,INFANT SORROW,89,39,And Secrecy the human dress.
SONGS OF EXPERIENCE,INFANT SORROW,90,40,"The human dress is forgèd iron,"
SONGS OF EXPERIENCE,INFANT SORROW,91,40,"The human form a fiery forge,"
SONGS OF EXPERIENCE,INFANT SORROW,92,40,"The human face a furnace sealed,"
SONGS OF EXPERIENCE,INFANT SORROW,93,40,The human heart its hungry gorge.
SONGS OF EXPERIENCE,INFANT SORROW,94,44,A CRADLE SONG
SONGS OF EXPERIENCE,INFANT SORROW,95,46,"Sleep, sleep, beauty bright,"
SONGS OF EXPERIENCE,INFANT SORROW,96,46,Dreaming in the joys of night;
SONGS OF EXPERIENCE,INFANT SORROW,97,46,"Sleep, sleep; in thy sleep"
SONGS OF EXPERIENCE,INFANT SORROW,98,46,Little sorrows sit and weep.
SONGS OF EXPERIENCE,INFANT SORROW,99,47,"Sweet babe, in thy face"
SONGS OF EXPERIENCE,INFANT SORROW,100,47,"Soft desires I can trace,"
SONGS OF EXPERIENCE,INFANT SORROW,101,47,"Secret joys and secret smiles,"
SONGS OF EXPERIENCE,INFANT SORROW,102,47,Little pretty infant wiles.
SONGS OF EXPERIENCE,INFANT SORROW,103,48,"As thy softest limbs I feel,"
SONGS OF EXPERIENCE,INFANT SORROW,104,48,Smiles as of the morning steal
SONGS OF EXPERIENCE,INFANT SORROW,105,48,"O’er thy cheek, and o’er thy breast"
SONGS OF EXPERIENCE,INFANT SORROW,106,48,Where thy little heart doth rest.
SONGS OF EXPERIENCE,INFANT SORROW,107,49,O the cunning wiles that creep
SONGS OF EXPERIENCE,INFANT SORROW,108,49,In thy little heart asleep!
SONGS OF EXPERIENCE,INFANT SORROW,109,49,"When thy little heart doth wake,"
SONGS OF EXPERIENCE,INFANT SORROW,110,49,Then the dreadful light shall break.
SONGS OF EXPERIENCE,TO TIRZAH,0,0,Whate’er is born of mortal birth
SONGS OF EXPERIENCE,TO TIRZAH,1,0,"Must be consumèd with the earth,"
SONGS OF EXPERIENCE,TO TIRZAH,2,0,To rise from generation free:
SONGS OF EXPERIENCE,TO TIRZAH,3,0,Then what have I to do with thee?
SONGS OF EXPERIENCE,TO TIRZAH,4,1,"The sexes sprung from shame and pride,"
SONGS OF EXPERIENCE,TO TIRZAH,5,1,"Blowed in the morn, in evening died;"
SONGS OF EXPERIENCE,TO TIRZAH,6,1,But mercy changed death into sleep;
SONGS OF EXPERIENCE,TO TIRZAH,7,1,The sexes rose to work and weep.
SONGS OF EXPERIENCE,TO TIRZAH,8,2,"Thou, mother of my mortal part,"
SONGS OF EXPERIENCE,TO TIRZAH,9,2,"With cruelty didst mould my heart,"
SONGS OF EXPERIENCE,TO TIRZAH,10,2,And with false self-deceiving tears
SONGS OF EXPERIENCE,TO TIRZAH,11,2,"Didst blind my nostrils, eyes, and ears,"
SONGS OF EXPERIENCE,TO TIRZAH,12,3,"Didst close my tongue in senseless clay,"
SONGS OF EXPERIENCE,TO TIRZAH,13,3,And me to mortal life betray.
SONGS OF EXPERIENCE,TO TIRZAH,14,3,The death of Jesus set me free:
SONGS OF EXPERIENCE,TO TIRZAH,15,3,Then what have I to do with thee?
SONGS OF EXPERIENCE,THE SCHOOLBOY,0,0,"I love to rise in a summer morn,"
SONGS OF EXPERIENCE,THE SCHOOLBOY,1,0,When the birds sing on every tree;
SONGS OF EXPERIENCE,THE SCHOOLBOY,2,0,"The distant huntsman winds his horn,"
SONGS OF EXPERIENCE,THE SCHOOLBOY,3,0,And the skylark sings with me:
SONGS OF EXPERIENCE,THE SCHOOLBOY,4,0,O what sweet company!
SONGS OF EXPERIENCE,THE SCHOOLBOY,5,1,"But to go to school in a summer morn,—"
SONGS OF EXPERIENCE,THE SCHOOLBOY,6,1,O it drives all joy away!
SONGS OF EXPERIENCE,THE SCHOOLBOY,7,1,"Under a cruel eye outworn,"
SONGS OF EXPERIENCE,THE SCHOOLBOY,8,1,The little ones spend the day
SONGS OF EXPERIENCE,THE SCHOOLBOY,9,1,In sighing and dismay.
SONGS OF EXPERIENCE,THE SCHOOLBOY,10,2,"Ah then at times I drooping sit,"
SONGS OF EXPERIENCE,THE SCHOOLBOY,11,2,And spend many an anxious hour;
SONGS OF EXPERIENCE,THE SCHOOLBOY,12,2,"Nor in my book can I take delight,"
SONGS OF EXPERIENCE,THE SCHOOLBOY,13,2,"Nor sit in learning’s bower,"
SONGS OF EXPERIENCE,THE SCHOOLBOY,14,2,Worn through with the dreary shower.
SONGS OF EXPERIENCE,THE SCHOOLBOY,15,3,How can the bird that is born for joy
SONGS OF EXPERIENCE,THE SCHOOLBOY,16,3,Sit in a cage and sing?
SONGS OF EXPERIENCE,THE SCHOOLBOY,17,3,"How can a child, when fears annoy,"
SONGS OF EXPERIENCE,THE SCHOOLBOY,18,3,"But droop his tender wing,"
SONGS OF EXPERIENCE,THE SCHOOLBOY,19,3,And forget his youthful spring!
SONGS OF EXPERIENCE,THE SCHOOLBOY,20,4,"O father and mother if buds are nipped,"
SONGS OF EXPERIENCE,THE SCHOOLBOY,21,4,And blossoms blown away;
SONGS OF EXPERIENCE,THE SCHOOLBOY,22,4,And if the tender plants are stripped
SONGS OF EXPERIENCE,THE SCHOOLBOY,23,4,"Of their joy in the springing day,"
SONGS OF EXPERIENCE,THE SCHOOLBOY,24,4,"By sorrow and care’s dismay,—"
SONGS OF EXPERIENCE,THE SCHOOLBOY,25,5,"How shall the summer arise in joy,"
SONGS OF EXPERIENCE,THE SCHOOLBOY,26,5,Or the summer fruits appear?
SONGS OF EXPERIENCE,THE SCHOOLBOY,27,5,"Or how shall we gather what griefs destroy,"
SONGS OF EXPERIENCE,THE SCHOOLBOY,28,5,"Or bless the mellowing year,"
SONGS OF EXPERIENCE,THE SCHOOLBOY,29,5,When the blasts of winter appear?
SONGS OF EXPERIENCE,THE VOICE OF THE ANCIENT BARD,0,0,Youth of delight! come hither
SONGS OF EXPERIENCE,THE VOICE OF THE ANCIENT BARD,1,0,"And see the opening morn,"
SONGS OF EXPERIENCE,THE VOICE OF THE ANCIENT BARD,2,0,Image of Truth new-born.
SONGS OF EXPERIENCE,THE VOICE OF THE ANCIENT BARD,3,0,"Doubt is fled, and clouds of reason,"
SONGS OF EXPERIENCE,THE VOICE OF THE ANCIENT BARD,4,0,Dark disputes and artful teazing.
SONGS OF EXPERIENCE,THE VOICE OF THE ANCIENT BARD,5,0,Folly is an endless maze;
SONGS OF EXPERIENCE,THE VOICE OF THE ANCIENT BARD,6,0,Tangled roots perplex her ways;
SONGS OF EXPERIENCE,THE VOICE OF THE ANCIENT BARD,7,0,How many have fallen there!
SONGS OF EXPERIENCE,THE VOICE OF THE ANCIENT BARD,8,0,They stumble all night over bones of the dead;
SONGS OF EXPERIENCE,THE VOICE OF THE ANCIENT BARD,9,0,And feel—they know not what but care;
SONGS OF EXPERIENCE,THE VOICE OF THE ANCIENT BARD,10,0,"And wish to lead others, when they should be led."
